type;traits;random_effect;estimate;STD_ERR_estimate;model_name;data_subset_number;used_seed;trait_combination
variance;cac;herdyear;0.01397;0.000736;Het;Sample_4;no_used_seed;CaaCacCca_Het
covariance;cac+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCacCca_Het
variance;caa;herdyear;0.32686;0.017906;Het;Sample_4;no_used_seed;CaaCacCca_Het
variance;cca;animal;0.54412;0.025056;Het;Sample_4;no_used_seed;CaaCacCca_Het
ratio;cac;herdyear;0.26945;0.011174;Het;Sample_4;no_used_seed;CaaCacCca_Het
correlation;cca+caa;residual;0.19539;0.053039;Het;Sample_4;no_used_seed;CaaCacCca_Het
variance;cca;herdyear;0.04674;0.006291;Het;Sample_4;no_used_seed;CaaCacCca_Het
genetic_correlation;cac+caa;animal;0.15675;0.028723;Het;Sample_4;no_used_seed;CaaCacCca_Het
variance;caa;residual;0.27170;0.008772;Het;Sample_4;no_used_seed;CaaCacCca_Het
ratio;caa;herdyear;0.33274;0.013054;Het;Sample_4;no_used_seed;CaaCacCca_Het
ratio;cca;herdyear;0.05656;0.007435;Het;Sample_4;no_used_seed;CaaCacCca_Het
heritability;caa;animal;0.39067;0.010991;Het;Sample_4;no_used_seed;CaaCacCca_Het
ratio;cac;residual;0.53179;0.016686;Het;Sample_4;no_used_seed;CaaCacCca_Het
correlation;cca+cac;residual;---;---;Het;Sample_4;no_used_seed;CaaCacCca_Het
covariance;cca+caa;residual;0.04942;0.012566;Het;Sample_4;no_used_seed;CaaCacCca_Het
correlation;cca+caa;herdyear;-0.01778;0.038324;Het;Sample_4;no_used_seed;CaaCacCca_Het
variance;cac;animal;0.01031;0.000826;Het;Sample_4;no_used_seed;CaaCacCca_Het
correlation;cca+cac;herdyear;-0.27542;0.054581;;Sample_4;no_used_seed;CaaCacCca
genetic_correlation;cca+caa;animal;-0.22223;0.039492;;Sample_4;no_used_seed;CaaCacCca
ratio;cac;herdyear;0.27082;0.011274;;Sample_4;no_used_seed;CaaCacCca
heritability;caa;animal;0.37532;0.013458;;Sample_4;no_used_seed;CaaCacCca
covariance;cca+caa;animal;-0.10380;0.019708;;Sample_4;no_used_seed;CaaCacCca
correlation;cca+caa;herdyear;0.05597;0.019199;;Sample_4;no_used_seed;CaaCacCca
genetic_correlation;cac+caa;animal;0.17906;0.024945;;Sample_4;no_used_seed;CaaCacCca
heritability;cac;animal;0.22663;0.014809;;Sample_4;no_used_seed;CaaCacCca
variance;cac;herdyear;0.01427;0.000755;;Sample_4;no_used_seed;CaaCacCca
ratio;cca;residual;0.25494;0.026307;;Sample_4;no_used_seed;CaaCacCca
correlation;cac+caa;residual;---;---;;Sample_4;no_used_seed;CaaCacCca
correlation;cca+cac;residual;---;---;;Sample_4;no_used_seed;CaaCacCca
covariance;cca+cac;herdyear;-0.00752;0.001553;;Sample_4;no_used_seed;CaaCacCca
covariance;cac+caa;animal;0.01200;0.001521;;Sample_4;no_used_seed;CaaCacCca
variance;caa;residual;0.27668;0.010331;;Sample_4;no_used_seed;CaaCacCca
correlation;cca+caa;residual;0.23075;0.059550;;Sample_4;no_used_seed;CaaCacCca
variance;cca;herdyear;0.05220;0.006685;;Sample_4;no_used_seed;CaaCacCca
ratio;caa;residual;0.27595;0.010984;;Sample_4;no_used_seed;CaaCacCca
variance;cac;residual;0.02648;0.000801;;Sample_4;no_used_seed;CaaCacCca
heritability;cca;animal;0.68351;0.028112;;Sample_4;no_used_seed;CaaCacCca
variance;cac;animal;0.01194;0.000796;;Sample_4;no_used_seed;CaaCacCca
variance;caa;herdyear;0.34964;0.010742;;Sample_4;no_used_seed;CaaCacCca
genetic_correlation;cca+cac;animal;-0.28757;0.046788;;Sample_4;no_used_seed;CaaCacCca
variance;cca;residual;0.21623;0.020565;;Sample_4;no_used_seed;CaaCacCca
ratio;cca;herdyear;0.06154;0.007732;;Sample_4;no_used_seed;CaaCacCca
correlation;cac+caa;herdyear;0.14048;0.044278;;Sample_4;no_used_seed;CaaCacCca
ratio;caa;herdyear;0.34873;0.008067;;Sample_4;no_used_seed;CaaCacCca
variance;cca;animal;0.57971;0.029275;;Sample_4;no_used_seed;CaaCacCca
covariance;cca+cac;residual;---;---;;Sample_4;no_used_seed;CaaCacCca
covariance;cac+caa;herdyear;0.00992;0.003114;;Sample_4;no_used_seed;CaaCacCca
covariance;cca+cac;animal;-0.02393;0.003443;;Sample_4;no_used_seed;CaaCacCca
covariance;cca+caa;residual;0.05644;0.013562;;Sample_4;no_used_seed;CaaCacCca
covariance;cac+caa;residual;---;---;;Sample_4;no_used_seed;CaaCacCca
variance;caa;animal;0.37630;0.014693;;Sample_4;no_used_seed;CaaCacCca
ratio;cac;residual;0.50255;0.015499;;Sample_4;no_used_seed;CaaCacCca
covariance;cca+caa;herdyear;0.00756;0.002685;;Sample_4;no_used_seed;CaaCacCca
covariance;cac+caa;animal;0.01077;0.005956;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;caa;animal;0.38124;0.025155;Het;Sample_4;no_used_seed;CaaCacCcc_Het
genetic_correlation;ccc+caa;animal;-0.20223;0.035556;Het;Sample_4;no_used_seed;CaaCacCcc_Het
ratio;caa;herdyear;0.33289;0.013594;Het;Sample_4;no_used_seed;CaaCacCcc_Het
ratio;ccc;residual;0.42832;0.026659;Het;Sample_4;no_used_seed;CaaCacCcc_Het
correlation;ccc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;cac;herdyear;0.01405;0.000741;Het;Sample_4;no_used_seed;CaaCacCcc_Het
genetic_correlation;ccc+cac;animal;-0.19529;0.053538;Het;Sample_4;no_used_seed;CaaCacCcc_Het
ratio;cac;residual;0.53100;0.020370;Het;Sample_4;no_used_seed;CaaCacCcc_Het
correlation;cac+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;cac;animal;0.01030;0.001156;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+cac;residual;-0.01666;0.003320;Het;Sample_4;no_used_seed;CaaCacCcc_Het
ratio;caa;residual;0.27866;0.019926;Het;Sample_4;no_used_seed;CaaCacCcc_Het
heritability;caa;animal;0.38845;0.023668;Het;Sample_4;no_used_seed;CaaCacCcc_Het
heritability;cac;animal;0.19836;0.022151;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;cac+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;caa;residual;0.27349;0.017292;Het;Sample_4;no_used_seed;CaaCacCcc_Het
correlation;ccc+cac;herdyear;-0.27639;0.036967;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;ccc;animal;0.52536;0.032054;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+cac;herdyear;-0.00673;0.001117;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+caa;animal;-0.09050;0.017346;Het;Sample_4;no_used_seed;CaaCacCcc_Het
heritability;ccc;animal;0.52919;0.027405;Het;Sample_4;no_used_seed;CaaCacCcc_Het
genetic_correlation;cac+caa;animal;0.17181;0.094055;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;cac;residual;0.02758;0.001054;Het;Sample_4;no_used_seed;CaaCacCcc_Het
correlation;ccc+cac;residual;-0.15389;0.028613;Het;Sample_4;no_used_seed;CaaCacCcc_Het
correlation;ccc+caa;herdyear;0.01450;0.033575;Het;Sample_4;no_used_seed;CaaCacCcc_Het
ratio;cac;herdyear;0.27064;0.011574;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;ccc;herdyear;0.04218;0.007051;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;cac+caa;herdyear;0.01232;0.002741;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;caa;herdyear;0.32671;0.017862;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+caa;herdyear;0.00170;0.003936;Het;Sample_4;no_used_seed;CaaCacCcc_Het
variance;ccc;residual;0.42522;0.023807;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+cac;animal;-0.01437;0.004333;Het;Sample_4;no_used_seed;CaaCacCcc_Het
ratio;ccc;herdyear;0.04249;0.006999;Het;Sample_4;no_used_seed;CaaCacCcc_Het
correlation;cac+caa;herdyear;0.18176;0.040579;Het;Sample_4;no_used_seed;CaaCacCcc_Het
covariance;ccc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCacCcc
genetic_correlation;ccc+caa;animal;-0.20223;0.035556;;Sample_4;no_used_seed;CaaCacCcc
ratio;cac;herdyear;0.27064;0.011574;;Sample_4;no_used_seed;CaaCacCcc
variance;ccc;residual;0.42522;0.023807;;Sample_4;no_used_seed;CaaCacCcc
covariance;ccc+cac;animal;-0.01437;0.004333;;Sample_4;no_used_seed;CaaCacCcc
genetic_correlation;cac+caa;animal;0.17181;0.094055;;Sample_4;no_used_seed;CaaCacCcc
covariance;cac+caa;residual;---;---;;Sample_4;no_used_seed;CaaCacCcc
ratio;caa;residual;0.27866;0.019926;;Sample_4;no_used_seed;CaaCacCcc
covariance;cac+caa;animal;0.01077;0.005956;;Sample_4;no_used_seed;CaaCacCcc
variance;cac;animal;0.01030;0.001156;;Sample_4;no_used_seed;CaaCacCcc
variance;ccc;herdyear;0.04218;0.007051;;Sample_4;no_used_seed;CaaCacCcc
ratio;cac;residual;0.53100;0.020370;;Sample_4;no_used_seed;CaaCacCcc
heritability;cac;animal;0.19836;0.022151;;Sample_4;no_used_seed;CaaCacCcc
variance;caa;residual;0.27349;0.017292;;Sample_4;no_used_seed;CaaCacCcc
variance;caa;animal;0.38124;0.025155;;Sample_4;no_used_seed;CaaCacCcc
ratio;caa;herdyear;0.33289;0.013594;;Sample_4;no_used_seed;CaaCacCcc
heritability;caa;animal;0.38845;0.023668;;Sample_4;no_used_seed;CaaCacCcc
variance;cac;residual;0.02758;0.001054;;Sample_4;no_used_seed;CaaCacCcc
correlation;ccc+caa;herdyear;0.01450;0.033575;;Sample_4;no_used_seed;CaaCacCcc
covariance;ccc+cac;herdyear;-0.00673;0.001117;;Sample_4;no_used_seed;CaaCacCcc
genetic_correlation;ccc+cac;animal;-0.19529;0.053538;;Sample_4;no_used_seed;CaaCacCcc
ratio;ccc;herdyear;0.04249;0.006999;;Sample_4;no_used_seed;CaaCacCcc
correlation;cac+caa;residual;---;---;;Sample_4;no_used_seed;CaaCacCcc
correlation;ccc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCacCcc
correlation;ccc+cac;herdyear;-0.27639;0.036967;;Sample_4;no_used_seed;CaaCacCcc
variance;caa;herdyear;0.32671;0.017862;;Sample_4;no_used_seed;CaaCacCcc
correlation;cac+caa;herdyear;0.18176;0.040579;;Sample_4;no_used_seed;CaaCacCcc
ratio;ccc;residual;0.42832;0.026659;;Sample_4;no_used_seed;CaaCacCcc
covariance;ccc+caa;animal;-0.09050;0.017346;;Sample_4;no_used_seed;CaaCacCcc
variance;ccc;animal;0.52536;0.032054;;Sample_4;no_used_seed;CaaCacCcc
variance;cac;herdyear;0.01405;0.000741;;Sample_4;no_used_seed;CaaCacCcc
covariance;ccc+cac;residual;-0.01666;0.003320;;Sample_4;no_used_seed;CaaCacCcc
covariance;ccc+caa;herdyear;0.00170;0.003936;;Sample_4;no_used_seed;CaaCacCcc
heritability;ccc;animal;0.52919;0.027405;;Sample_4;no_used_seed;CaaCacCcc
correlation;ccc+cac;residual;-0.15389;0.028613;;Sample_4;no_used_seed;CaaCacCcc
covariance;cac+caa;herdyear;0.01232;0.002741;;Sample_4;no_used_seed;CaaCacCcc
variance;cfa;residual;0.21156;0.005423;;Sample_4;no_used_seed;CaaCwaCfa
correlation;cfa+caa;residual;-0.00775;0.019550;;Sample_4;no_used_seed;CaaCwaCfa
genetic_correlation;cfa+caa;animal;-0.17412;0.024331;;Sample_4;no_used_seed;CaaCwaCfa
variance;cwa;residual;0.05066;0.001991;;Sample_4;no_used_seed;CaaCwaCfa
ratio;caa;herdyear;0.34797;0.013392;;Sample_4;no_used_seed;CaaCwaCfa
variance;cfa;animal;0.11392;0.005677;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cfa+cwa;residual;0.02486;0.002020;;Sample_4;no_used_seed;CaaCwaCfa
variance;cwa;animal;0.03844;0.002572;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cfa+cwa;herdyear;0.01059;0.001498;;Sample_4;no_used_seed;CaaCwaCfa
genetic_correlation;cwa+caa;animal;0.27550;0.048284;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cwa+caa;herdyear;0.06543;0.004765;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cwa+caa;residual;0.07277;0.005265;;Sample_4;no_used_seed;CaaCwaCfa
genetic_correlation;cfa+cwa;animal;0.27014;0.030748;;Sample_4;no_used_seed;CaaCwaCfa
variance;cfa;herdyear;0.03655;0.003157;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cwa+caa;animal;0.03379;0.007215;;Sample_4;no_used_seed;CaaCwaCfa
ratio;caa;residual;0.26373;0.018856;;Sample_4;no_used_seed;CaaCwaCfa
heritability;cfa;animal;0.31467;0.014660;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cfa+cwa;animal;0.01788;0.002164;;Sample_4;no_used_seed;CaaCwaCfa
variance;caa;herdyear;0.35069;0.018107;;Sample_4;no_used_seed;CaaCwaCfa
ratio;cwa;herdyear;0.22339;0.012050;;Sample_4;no_used_seed;CaaCwaCfa
variance;cwa;herdyear;0.02563;0.001650;;Sample_4;no_used_seed;CaaCwaCfa
correlation;cfa+caa;herdyear;-0.23011;0.046702;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cfa+caa;animal;-0.03676;0.004719;;Sample_4;no_used_seed;CaaCwaCfa
correlation;cfa+cwa;residual;0.24012;0.018315;;Sample_4;no_used_seed;CaaCwaCfa
correlation;cwa+caa;herdyear;0.69014;0.025823;;Sample_4;no_used_seed;CaaCwaCfa
heritability;cwa;animal;0.33503;0.021294;;Sample_4;no_used_seed;CaaCwaCfa
variance;caa;animal;0.39132;0.025101;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cfa+caa;residual;-0.00184;0.004621;;Sample_4;no_used_seed;CaaCwaCfa
ratio;cfa;residual;0.58437;0.015087;;Sample_4;no_used_seed;CaaCwaCfa
ratio;cfa;herdyear;0.10095;0.008132;;Sample_4;no_used_seed;CaaCwaCfa
correlation;cfa+cwa;herdyear;0.34614;0.042977;;Sample_4;no_used_seed;CaaCwaCfa
ratio;cwa;residual;0.44159;0.019310;;Sample_4;no_used_seed;CaaCwaCfa
heritability;caa;animal;0.38830;0.023766;;Sample_4;no_used_seed;CaaCwaCfa
covariance;cfa+caa;herdyear;-0.02605;0.005613;;Sample_4;no_used_seed;CaaCwaCfa
variance;caa;residual;0.26579;0.017578;;Sample_4;no_used_seed;CaaCwaCfa
correlation;cwa+caa;residual;0.62714;0.029204;;Sample_4;no_used_seed;CaaCwaCfa
ratio;cwa;herdyear;0.20998;0.011688;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
heritability;cfc;animal;0.22390;0.025552;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
correlation;cfc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
heritability;cwa;animal;0.34598;0.021469;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
correlation;cwa+caa;herdyear;0.67277;0.026027;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;cwa;residual;0.05008;0.001992;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cfc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
genetic_correlation;cfc+caa;animal;0.15787;0.081922;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cwa+caa;animal;0.03721;0.004969;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;cfc;animal;0.08771;0.010329;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;cwa;herdyear;0.02368;0.001539;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
correlation;cfc+cwa;herdyear;0.02669;0.039505;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;caa;animal;0.39671;0.023534;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
correlation;cwa+caa;residual;0.61898;0.026990;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
correlation;cfc+cwa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
genetic_correlation;cfc+cwa;animal;0.10202;0.094627;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cfc+caa;animal;0.02945;0.015395;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
correlation;cfc+caa;herdyear;-0.01594;0.027270;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
ratio;cwa;residual;0.44405;0.019698;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cfc+cwa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cfc+caa;herdyear;-0.00176;0.003027;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
ratio;caa;herdyear;0.33253;0.012943;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
genetic_correlation;cwa+caa;animal;0.29905;0.033216;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;cfc;herdyear;0.03736;0.003649;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
heritability;caa;animal;0.40184;0.022257;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
ratio;cfc;residual;0.68072;0.025176;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;caa;residual;0.26223;0.017218;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cwa+caa;residual;0.07093;0.003880;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;caa;herdyear;0.32829;0.017540;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;cwa;animal;0.03902;0.002594;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
ratio;cfc;herdyear;0.09537;0.008838;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
variance;cfc;residual;0.26667;0.009421;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
ratio;caa;residual;0.26563;0.019148;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cfc+cwa;herdyear;0.00079;0.001172;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cwa+caa;herdyear;0.05932;0.004306;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
covariance;cfc+cwa;animal;0.00597;0.005577;Het;Sample_4;no_used_seed;CaaCwaCfc_Het
ratio;cfc;residual;0.66798;0.023190;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cwa+caa;herdyear;0.06549;0.004514;;Sample_4;no_used_seed;CaaCwaCfc
variance;cwa;animal;0.03856;0.002779;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cfc+cwa;herdyear;0.00083;0.001141;;Sample_4;no_used_seed;CaaCwaCfc
genetic_correlation;cfc+caa;animal;0.13129;0.078574;;Sample_4;no_used_seed;CaaCwaCfc
ratio;caa;residual;0.26366;0.019240;;Sample_4;no_used_seed;CaaCwaCfc
ratio;cwa;residual;0.44154;0.020576;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cfc+caa;animal;0.02512;0.015180;;Sample_4;no_used_seed;CaaCwaCfc
variance;cfc;herdyear;0.03749;0.003634;;Sample_4;no_used_seed;CaaCwaCfc
correlation;cwa+caa;residual;0.62522;0.025964;;Sample_4;no_used_seed;CaaCwaCfc
ratio;cfc;herdyear;0.09500;0.008757;;Sample_4;no_used_seed;CaaCwaCfc
correlation;cfc+cwa;herdyear;0.02689;0.037069;;Sample_4;no_used_seed;CaaCwaCfc
ratio;cwa;herdyear;0.22214;0.012028;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cfc+caa;herdyear;-0.00049;0.003121;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cwa+caa;animal;0.03413;0.004438;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cfc+cwa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCfc
variance;cwa;herdyear;0.02547;0.001625;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cfc+cwa;animal;0.00910;0.005403;;Sample_4;no_used_seed;CaaCwaCfc
variance;caa;residual;0.26569;0.017800;;Sample_4;no_used_seed;CaaCwaCfc
correlation;cfc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCfc
variance;cfc;residual;0.26362;0.008756;;Sample_4;no_used_seed;CaaCwaCfc
variance;caa;animal;0.39147;0.024484;;Sample_4;no_used_seed;CaaCwaCfc
ratio;caa;herdyear;0.34786;0.012403;;Sample_4;no_used_seed;CaaCwaCfc
variance;cfc;animal;0.09354;0.009646;;Sample_4;no_used_seed;CaaCwaCfc
variance;cwa;residual;0.05063;0.002129;;Sample_4;no_used_seed;CaaCwaCfc
heritability;cfc;animal;0.23702;0.023568;;Sample_4;no_used_seed;CaaCwaCfc
variance;caa;herdyear;0.35055;0.017446;;Sample_4;no_used_seed;CaaCwaCfc
genetic_correlation;cwa+caa;animal;0.27779;0.030671;;Sample_4;no_used_seed;CaaCwaCfc
correlation;cwa+caa;herdyear;0.69305;0.024300;;Sample_4;no_used_seed;CaaCwaCfc
heritability;caa;animal;0.38848;0.022782;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cwa+caa;residual;0.07251;0.003669;;Sample_4;no_used_seed;CaaCwaCfc
covariance;cfc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCfc
heritability;cwa;animal;0.33632;0.022848;;Sample_4;no_used_seed;CaaCwaCfc
correlation;cfc+cwa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCfc
correlation;cfc+caa;herdyear;-0.00430;0.027219;;Sample_4;no_used_seed;CaaCwaCfc
genetic_correlation;cfc+cwa;animal;0.15157;0.089188;;Sample_4;no_used_seed;CaaCwaCfc
heritability;caa;animal;0.38482;0.014642;;Sample_4;no_used_seed;CaaCwaCca
variance;caa;herdyear;0.35117;0.017825;;Sample_4;no_used_seed;CaaCwaCca
ratio;caa;residual;0.26652;0.012134;;Sample_4;no_used_seed;CaaCwaCca
variance;cca;residual;0.22160;0.018105;;Sample_4;no_used_seed;CaaCwaCca
variance;cca;animal;0.56983;0.028882;;Sample_4;no_used_seed;CaaCwaCca
variance;cwa;herdyear;0.02558;0.001520;;Sample_4;no_used_seed;CaaCwaCca
covariance;cwa+caa;residual;0.07313;0.004612;;Sample_4;no_used_seed;CaaCwaCca
ratio;caa;herdyear;0.34866;0.012524;;Sample_4;no_used_seed;CaaCwaCca
correlation;cwa+caa;herdyear;0.69410;0.023002;;Sample_4;no_used_seed;CaaCwaCca
heritability;cwa;animal;0.33708;0.025180;;Sample_4;no_used_seed;CaaCwaCca
correlation;cca+cwa;herdyear;0.61739;0.035023;;Sample_4;no_used_seed;CaaCwaCca
heritability;cca;animal;0.66760;0.026347;;Sample_4;no_used_seed;CaaCwaCca
covariance;cwa+caa;animal;0.03319;0.005767;;Sample_4;no_used_seed;CaaCwaCca
ratio;cwa;herdyear;0.22288;0.011448;;Sample_4;no_used_seed;CaaCwaCca
variance;caa;residual;0.26844;0.010940;;Sample_4;no_used_seed;CaaCwaCca
variance;caa;animal;0.38759;0.015276;;Sample_4;no_used_seed;CaaCwaCca
correlation;cca+caa;residual;0.26316;0.057097;;Sample_4;no_used_seed;CaaCwaCca
correlation;cca+caa;herdyear;0.07878;0.038842;;Sample_4;no_used_seed;CaaCwaCca
covariance;cwa+caa;herdyear;0.06578;0.004023;;Sample_4;no_used_seed;CaaCwaCca
ratio;cwa;residual;0.44005;0.022435;;Sample_4;no_used_seed;CaaCwaCca
genetic_correlation;cca+cwa;animal;0.40048;0.035731;;Sample_4;no_used_seed;CaaCwaCca
ratio;cca;herdyear;0.07279;0.008167;;Sample_4;no_used_seed;CaaCwaCca
covariance;cca+caa;residual;0.06418;0.013184;;Sample_4;no_used_seed;CaaCwaCca
covariance;cca+caa;animal;-0.10952;0.019540;;Sample_4;no_used_seed;CaaCwaCca
genetic_correlation;cwa+caa;animal;0.27102;0.040719;;Sample_4;no_used_seed;CaaCwaCca
variance;cca;herdyear;0.06213;0.007101;;Sample_4;no_used_seed;CaaCwaCca
ratio;cca;residual;0.25962;0.023696;;Sample_4;no_used_seed;CaaCwaCca
covariance;cca+caa;herdyear;0.01164;0.005723;;Sample_4;no_used_seed;CaaCwaCca
covariance;cca+cwa;herdyear;0.02461;0.002418;;Sample_4;no_used_seed;CaaCwaCca
genetic_correlation;cca+caa;animal;-0.23305;0.039781;;Sample_4;no_used_seed;CaaCwaCca
correlation;cwa+caa;residual;0.62809;0.027996;;Sample_4;no_used_seed;CaaCwaCca
covariance;cca+cwa;animal;0.05946;0.007352;;Sample_4;no_used_seed;CaaCwaCca
variance;cwa;animal;0.03868;0.003095;;Sample_4;no_used_seed;CaaCwaCca
variance;cwa;residual;0.05050;0.002335;;Sample_4;no_used_seed;CaaCwaCca
correlation;cca+cwa;residual;0.42939;0.032288;;Sample_4;no_used_seed;CaaCwaCca
covariance;cca+cwa;residual;0.04542;0.005128;;Sample_4;no_used_seed;CaaCwaCca
ratio;cwa;residual;0.44617;0.019340;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
correlation;cwa+caa;herdyear;0.67248;0.025563;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;ccc;animal;0.52479;0.024051;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
heritability;ccc;animal;0.52877;0.020263;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
genetic_correlation;cwa+caa;animal;0.30526;0.036798;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;cwa+caa;animal;0.03764;0.005534;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
ratio;ccc;residual;0.42858;0.019805;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;caa;animal;0.39197;0.026392;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;cwa+caa;herdyear;0.05934;0.004291;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;ccc+caa;herdyear;0.00183;0.006110;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
heritability;caa;animal;0.39712;0.025436;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
ratio;caa;herdyear;0.33409;0.013804;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;ccc+cwa;herdyear;0.00315;0.001968;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
correlation;ccc+cwa;herdyear;0.09964;0.062658;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
genetic_correlation;ccc+caa;animal;-0.18843;0.049871;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;cwa+caa;residual;0.07063;0.004345;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
genetic_correlation;ccc+cwa;animal;0.18871;0.061863;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;cwa;animal;0.03878;0.002528;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
correlation;ccc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;ccc+cwa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
ratio;cwa;herdyear;0.20959;0.011801;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
ratio;ccc;herdyear;0.04265;0.006561;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;cwa;residual;0.05027;0.001927;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
